954135494	[[62, 1]]	[['PF01071', 0.00029, 27.4, 8, 112, 207, 378], ['PF02222', 3.4e-06, 33.4, 2, 160, 213, 380], ['PF02655', 5.3e-05, 30.0, 3, 157, 203, 380], ['PF02786', 1.1e-26, 100.4, 1, 209, 205, 408], ['PF07478', 0.002, 24.4, 2, 174, 212, 382]]
2556198371	[[361, 1]]	[['PF02787', 1.1e-28, 105.6, 2, 78, 11, 91]]
4632529407	[[356, 1]]	
1373190281	[[4, 1]]	[['PF02786', 1.8e-37, 135.6, 119, 210, 1, 96], ['PF02787', 5.9e-27, 100.0, 2, 79, 184, 262]]
1587592675	[[62, 1]]	[['PF02786', 5.6e-16, 65.4, 1, 68, 102, 168]]
989583793	[[132, 1]]	[['PF02142', 8.8e-17, 67.6, 4, 94, 960, 1046], ['PF02222', 0.00011, 28.5, 2, 160, 687, 854], ['PF02655', 6.1e-05, 29.8, 2, 157, 677, 854], ['PF02786', 2.3e-33, 122.2, 1, 209, 679, 882], ['PF02786', 8.3e-68, 234.7, 1, 210, 128, 335], ['PF02787', 4.5e-22, 84.4, 2, 79, 423, 502]]
316199356	[[361, 1]]	[['PF02787', 7e-26, 96.6, 2, 80, 48, 127]]
2620698328	[[425, 1]]	[['PF02222', 0.00024, 27.4, 2, 154, 135, 304], ['PF02786', 1.2e-77, 266.8, 1, 209, 127, 331], ['PF02787', 5.9e-26, 96.8, 2, 79, 417, 498], ['PF07478', 2.6e-05, 30.5, 26, 174, 136, 333]]
281747528	[[18, 1]]	[['PF02222', 2.7e-09, 43.5, 2, 160, 170, 338], ['PF02786', 1.7e-28, 106.3, 1, 206, 162, 364]]
1090846748	[[360, 1]]	[['PF01071', 7.7e-05, 29.3, 8, 188, 360, 533], ['PF02222', 1.8e-07, 37.6, 2, 160, 368, 535], ['PF02655', 3.1e-08, 40.5, 7, 156, 358, 534], ['PF02786', 1.1e-36, 133.0, 1, 210, 360, 562], ['PF02786', 8e-05, 28.9, 180, 210, 1, 33], ['PF02787', 2.7e-23, 88.3, 1, 79, 121, 198], ['PF07478', 2e-05, 30.9, 26, 174, 369, 542], ['PF15632', 5e-08, 39.4, 3, 111, 432, 574]]
2641153883	[[158, 1]]	[['PF02222', 3.1e-07, 36.8, 2, 161, 136, 313], ['PF02786', 2.4e-59, 207.1, 1, 193, 128, 317]]
2783439409	[[89, 1]]	[['PF02787', 3.7e-20, 78.3, 14, 79, 1, 67]]
2757085857	[[401, 1]]	[['PF02787', 1.3e-23, 89.4, 2, 78, 35, 112]]
3327357666	[[132, 1]]	
2752492704	[[353, 1]]	[['PF02786', 1.4e-12, 54.3, 1, 75, 169, 248]]
968141061	[[87, 1]]	[['PF02222', 1.2e-05, 31.6, 2, 160, 257, 424], ['PF02786', 9.9e-28, 103.8, 10, 207, 249, 451], ['PF02787', 2.6e-18, 72.3, 3, 79, 1, 78], ['PF07478', 2.2e-05, 30.7, 28, 174, 256, 426]]
932730795	[[356, 1]]	[['PF02074', 5e-09, 42.1, 44, 122, 136, 218]]
6188175207	[[106, 1]]	
2519218159	[[421, 1]]	[['PF02222', 7.8e-09, 42.0, 2, 151, 118, 277], ['PF02786', 9.6e-19, 74.4, 1, 175, 110, 277], ['PF07478', 3.1e-06, 33.5, 4, 162, 117, 277], ['PF08443', 0.018, 21.3, 1, 98, 108, 227]]
3005976962	[[361, 1]]	[['PF02142', 8.3e-10, 45.2, 1, 65, 952, 1010], ['PF02222', 7.8e-05, 29.0, 3, 160, 676, 842], ['PF02655', 6.3e-07, 36.3, 25, 156, 669, 842], ['PF02786', 5.7e-73, 251.6, 1, 210, 128, 334], ['PF02786', 9.7e-35, 126.7, 1, 210, 668, 870], ['PF02787', 1.6e-24, 92.3, 3, 79, 422, 499], ['PF07478', 1.5e-07, 37.8, 27, 174, 675, 854], ['PF15632', 1.8e-07, 37.6, 3, 112, 740, 876]]
