3380448159	[[361, 1]]	[['PF00702', 1.9e-16, 67.7, 63, 191, 562, 709]]
1710327792	[[356, 1]]	[['PF00122', 3.5e-56, 196.2, 2, 180, 341, 523], ['PF00702', 8.1e-30, 111.3, 2, 191, 539, 789], ['PF04945', 9.6e-08, 38.4, 2, 43, 965, 1010], ['PF13473', 2.2e-15, 63.1, 2, 102, 29, 137]]
2527519717	[[361, 1]]	[['PF00122', 1.2e-57, 201.0, 2, 181, 230, 410], ['PF00403', 6.2e-13, 55.5, 2, 61, 3, 61], ['PF00403', 8.9e-11, 48.6, 1, 53, 766, 826], ['PF00702', 3.3e-34, 125.6, 3, 191, 426, 642]]
829213905	[[361, 1]]	[['PF00122', 5.2e-57, 198.9, 2, 180, 246, 426], ['PF00403', 2.6e-12, 53.5, 1, 61, 817, 877], ['PF00403', 7.1e-14, 58.5, 2, 61, 3, 61], ['PF00702', 1.2e-35, 130.3, 3, 191, 442, 686]]
291382574	[[356, 1]]	[['PF00122', 4.8e-54, 189.3, 2, 180, 235, 415], ['PF00403', 2.1e-11, 50.6, 1, 62, 772, 832], ['PF00403', 5.6e-14, 58.8, 2, 61, 3, 61], ['PF00702', 1.8e-35, 129.7, 1, 191, 431, 647]]
2660815405	[[360, 1]]	
2735294152	[[361, 2]]	[['PF00122', 5.4e-42, 150.0, 2, 180, 136, 315], ['PF00702', 5e-29, 108.7, 2, 191, 331, 538]]
3867977857	[[105, 1]]	[['PF00122', 1.7e-36, 132.1, 4, 180, 320, 500], ['PF00403', 0.00016, 28.5, 1, 61, 108, 169], ['PF00702', 1.6e-13, 58.2, 1, 190, 516, 750], ['PF12156', 1.5e-10, 48.2, 1, 85, 18, 101]]
3446543680	[[492, 1]]	
846600502	[[356, 1]]	[['PF00122', 2e-58, 203.5, 2, 180, 236, 416], ['PF00403', 1.9e-12, 54.0, 2, 61, 4, 65], ['PF00403', 3.2e-11, 50.0, 1, 62, 857, 916], ['PF00403', 7.9e-12, 51.9, 1, 62, 784, 843], ['PF00702', 2.1e-34, 126.3, 1, 191, 432, 645]]
1049996054	[[360, 1]]	[['PF00122', 8.5e-56, 195.0, 1, 180, 238, 418], ['PF00403', 1.8e-13, 57.2, 2, 61, 3, 61], ['PF00403', 4.8e-11, 49.4, 1, 61, 777, 837], ['PF00702', 7.1e-36, 131.1, 3, 191, 434, 651]]
1548659120	[[1, 1]]	[['PF00702', 2.8e-26, 99.8, 20, 190, 2, 207]]
777849012	[[361, 1]]	[['PF00702', 1.8e-15, 64.5, 105, 191, 13, 90], ['PF08282', 0.015, 21.7, 204, 243, 61, 117]]
3377095818	[[422, 1]]	[['PF00403', 1.3e-09, 44.8, 1, 62, 157, 216], ['PF08282', 0.018, 21.5, 205, 251, 1, 52]]
