784046966	[[361, 1]]	[['PF00271', 5.9e-17, 68.5, 6, 109, 240, 355], ['PF02151', 0.0051, 23.0, 2, 35, 446, 481], ['PF12344', 3.9e-14, 58.8, 1, 41, 361, 403], ['PF17757', 9.5e-17, 67.4, 36, 91, 2, 59]]
916618115	[[33, 12]]	[['PF00271', 1.2e-18, 74.0, 4, 109, 427, 543], ['PF02151', 1.6e-07, 37.4, 1, 35, 619, 654], ['PF04851', 1e-11, 51.7, 7, 105, 9, 137], ['PF12344', 2.9e-18, 72.0, 1, 42, 549, 591], ['PF17757', 1.4e-30, 111.8, 1, 91, 157, 247]]
4553814047	[[356, 1]]	[['PF04851', 1.9e-08, 41.0, 4, 81, 32, 161], ['PF17757', 1.6e-29, 108.4, 4, 91, 181, 270]]
893719783	[[356, 1]]	[['PF00271', 1.4e-18, 73.7, 4, 109, 231, 347], ['PF02151', 4.8e-09, 42.2, 2, 34, 427, 462], ['PF12344', 6.9e-18, 70.8, 1, 42, 353, 395], ['PF17757', 1.3e-11, 50.9, 40, 91, 1, 51]]
6274092333	[[190, 1]]	[['PF00271', 3.4e-17, 69.3, 10, 109, 429, 545], ['PF02151', 1e-08, 41.1, 1, 36, 627, 662], ['PF04851', 7.2e-09, 42.4, 4, 84, 11, 140], ['PF12344', 7e-20, 77.2, 1, 42, 551, 593], ['PF17757', 3.6e-29, 107.2, 1, 91, 160, 249]]
5610387023	[[492, 1]]	[['PF17757', 4.3e-13, 55.7, 36, 91, 1, 55]]
3447260299	[[492, 1]]	[['PF17757', 3.8e-12, 52.7, 38, 91, 1, 54]]
1084210197	[[63, 1]]	[['PF04851', 1.4e-09, 44.7, 4, 129, 9, 138], ['PF17757', 3.2e-29, 107.4, 1, 91, 158, 248]]
1116831870	[[54, 1]]	
3622782058	[[80, 1]]	[['PF00271', 1e-08, 42.0, 52, 109, 113, 180]]
2957363146	[[361, 1]]	[['PF17757', 1.7e-32, 117.9, 1, 91, 3, 93]]
284953349	[[356, 1]]	[['PF00271', 2.2e-18, 73.1, 5, 109, 432, 548], ['PF04851', 1.9e-09, 44.3, 4, 114, 13, 142], ['PF12344', 1.4e-18, 73.0, 1, 36, 554, 592], ['PF17757', 3.9e-33, 120.0, 1, 91, 162, 252]]
43130102	[[356, 1]]	[['PF00271', 6.8e-18, 71.5, 3, 109, 431, 547], ['PF04851', 1.7e-07, 37.9, 4, 83, 8, 138], ['PF12344', 4.7e-19, 74.5, 1, 41, 553, 594], ['PF17757', 1.1e-25, 96.1, 2, 91, 158, 250]]
199394972	[[356, 1]]	[['PF17757', 1.5e-29, 108.5, 3, 91, 35, 124]]
980927410	[[4, 1]]	[['PF00271', 1.5e-17, 70.4, 11, 107, 274, 387], ['PF17757', 3.4e-28, 104.1, 2, 91, 4, 93]]
941388317	[[4, 2]]	[['PF00271', 1.1e-16, 67.6, 4, 109, 428, 544], ['PF02151', 0.0035, 23.6, 8, 35, 634, 669], ['PF04851', 1.7e-08, 41.2, 3, 83, 8, 138], ['PF12344', 2.1e-19, 75.6, 1, 42, 550, 592], ['PF17757', 3.7e-25, 94.4, 1, 91, 158, 247]]
