1710327792	[[356, 1]]	[['PF00122', 3.5e-56, 196.2, 2, 180, 341, 523], ['PF00702', 8.1e-30, 111.3, 2, 191, 539, 789], ['PF04945', 9.6e-08, 38.4, 2, 43, 965, 1010], ['PF13473', 2.2e-15, 63.1, 2, 102, 29, 137]]
1051947394	[[4, 2]]	[['PF00122', 1.9e-54, 190.6, 1, 179, 243, 426], ['PF00403', 2.3e-12, 53.6, 2, 61, 20, 79], ['PF00702', 1.9e-33, 123.1, 3, 191, 442, 659], ['PF08282', 0.0026, 24.2, 196, 255, 626, 691]]
1814021939	[[88, 1]]	[['PF00122', 1.7e-22, 86.5, 1, 87, 184, 274]]
1604344018	[[93, 1]]	[['PF00403', 1.5e-12, 54.2, 3, 61, 1, 61]]
903445933	[[158, 1]]	[['PF00122', 8.4e-27, 100.5, 2, 99, 303, 402], ['PF04945', 6.6e-10, 45.4, 1, 44, 7, 53], ['PF19335', 2.5e-06, 33.9, 2, 26, 81, 107], ['PF19335', 8.9e-08, 38.5, 2, 26, 118, 145]]
846600502	[[356, 1]]	[['PF00122', 2e-58, 203.5, 2, 180, 236, 416], ['PF00403', 1.9e-12, 54.0, 2, 61, 4, 65], ['PF00403', 3.2e-11, 50.0, 1, 62, 857, 916], ['PF00403', 7.9e-12, 51.9, 1, 62, 784, 843], ['PF00702', 2.1e-34, 126.3, 1, 191, 432, 645]]
1049996054	[[360, 1]]	[['PF00122', 8.5e-56, 195.0, 1, 180, 238, 418], ['PF00403', 1.8e-13, 57.2, 2, 61, 3, 61], ['PF00403', 4.8e-11, 49.4, 1, 61, 777, 837], ['PF00702', 7.1e-36, 131.1, 3, 191, 434, 651]]
5991455081	[[132, 1]]	[['PF00122', 4.8e-54, 189.3, 2, 180, 298, 480], ['PF00403', 1.6e-10, 47.8, 2, 61, 8, 67], ['PF00403', 3.7e-07, 37.0, 1, 41, 74, 134], ['PF00702', 4.4e-36, 131.7, 2, 191, 496, 713], ['PF08282', 8.8e-05, 29.0, 188, 255, 680, 745]]
829213905	[[361, 1]]	[['PF00122', 5.2e-57, 198.9, 2, 180, 246, 426], ['PF00403', 2.6e-12, 53.5, 1, 61, 817, 877], ['PF00403', 7.1e-14, 58.5, 2, 61, 3, 61], ['PF00702', 1.2e-35, 130.3, 3, 191, 442, 686]]
6260401841	[[132, 1]]	[['PF00122', 1.4e-15, 63.9, 2, 79, 119, 207]]
1561964808	[[93, 1]]	[['PF00122', 3.8e-31, 114.6, 1, 94, 204, 299], ['PF19335', 1.2e-10, 47.6, 2, 28, 17, 44]]
1189010316	[[62, 1]]	[['PF00403', 1.9e-13, 57.1, 3, 61, 10, 70]]
3251098866	[[361, 1]]	[['PF00122', 5.2e-52, 182.6, 2, 180, 319, 501], ['PF00403', 1.5e-07, 38.2, 3, 61, 6, 62], ['PF00403', 9.9e-13, 54.8, 4, 61, 102, 160], ['PF00702', 1.6e-38, 139.7, 2, 191, 517, 732], ['PF08282', 0.0012, 25.3, 196, 255, 699, 764]]
264038152	[[18, 1]]	
4614306875	[[356, 1]]	[['PF00122', 3.6e-24, 91.9, 1, 77, 237, 314], ['PF00403', 6.6e-15, 61.8, 2, 61, 2, 60]]
1549579179	[[132, 1]]	[['PF00403', 7.8e-15, 61.6, 1, 62, 5, 66]]
3387072981	[[92, 1]]	[['PF04945', 2.6e-11, 49.9, 1, 45, 32, 79], ['PF19335', 2.4e-10, 46.7, 2, 28, 92, 119]]
1288852967	[[63, 1]]	[['PF00122', 8e-38, 136.4, 2, 125, 283, 407], ['PF00403', 2.1e-14, 60.2, 2, 61, 10, 70], ['PF00403', 5.3e-15, 62.1, 1, 61, 77, 137]]
2753963128	[[353, 1]]	[['PF00122', 1.6e-56, 197.4, 2, 180, 232, 413], ['PF00702', 2.7e-36, 132.4, 2, 191, 429, 640], ['PF08282', 3.2e-05, 30.5, 204, 254, 608, 672], ['PF13473', 6.8e-10, 45.5, 15, 104, 2, 97]]
1817525685	[[88, 1]]	[['PF00122', 2.3e-48, 170.8, 2, 180, 164, 345], ['PF00702', 2e-31, 116.5, 2, 191, 361, 579]]
865965261	[[63, 1]]	
2527519717	[[361, 1]]	[['PF00122', 1.2e-57, 201.0, 2, 181, 230, 410], ['PF00403', 6.2e-13, 55.5, 2, 61, 3, 61], ['PF00403', 8.9e-11, 48.6, 1, 53, 766, 826], ['PF00702', 3.3e-34, 125.6, 3, 191, 426, 642]]
2630668154	[[158, 1]]	[['PF00122', 3.5e-42, 150.6, 11, 162, 203, 366]]
291382574	[[356, 1]]	[['PF00122', 4.8e-54, 189.3, 2, 180, 235, 415], ['PF00403', 2.1e-11, 50.6, 1, 62, 772, 832], ['PF00403', 5.6e-14, 58.8, 2, 61, 3, 61], ['PF00702', 1.8e-35, 129.7, 1, 191, 431, 647]]
3867977857	[[105, 1]]	[['PF00122', 1.7e-36, 132.1, 4, 180, 320, 500], ['PF00403', 0.00016, 28.5, 1, 61, 108, 169], ['PF00702', 1.6e-13, 58.2, 1, 190, 516, 750], ['PF12156', 1.5e-10, 48.2, 1, 85, 18, 101]]
1416124303	[[35, 1]]	[['PF00403', 1.1e-10, 48.3, 3, 61, 97, 157], ['PF00403', 1.2e-10, 48.1, 2, 61, 30, 90]]
662548391	[[361, 1]]	[['PF00122', 1e-20, 80.7, 2, 85, 225, 313], ['PF00403', 1.1e-09, 45.1, 4, 61, 4, 64], ['PF02836', 3.1e-34, 125.2, 5, 161, 306, 486]]
2600241755	[[361, 1]]	[['PF00122', 1.9e-26, 99.3, 4, 120, 315, 438], ['PF00403', 1.3e-14, 60.9, 4, 61, 102, 160], ['PF00403', 5.8e-10, 46.0, 3, 62, 6, 62]]
575564420	[[361, 1]]	[['PF00122', 6e-56, 195.5, 12, 181, 238, 416], ['PF00403', 2.1e-13, 57.0, 2, 61, 5, 66]]
